0.01,0.05,0.2,0.5,0.8,1,1.2,1.5,2,3
-16.8583,-16.8583,-16.8583,-16.8582,-16.8581,-16.8581,-16.8580,-16.8580,-16.8580,-16.8580
-20.9196,-20.9196,-20.9195,-20.9193,-20.9192,-20.9191,-20.9191,-20.9191,-20.9190,-20.9190
-25.9925,-25.9925,-25.9923,-25.9920,-25.9917,-25.9916,-25.9916,-25.9915,-25.9914,-25.9914
-30.5729,-30.5729,-30.5727,-30.5721,-30.5716,-30.5715,-30.5714,-30.5711,-30.5710,-30.5709
-35.2676,-35.2676,-35.2674,-35.2665,-35.2579,-35.2578,-35.2576,-35.1443,-35.1442,-35.1441
-40.3564,-40.3564,-40.3561,-40.3551,-40.3273,-40.3271,-40.3269,-39.9444,-39.9443,-39.9443
-45.0088,-45.0088,-45.0084,-45.0073,-44.9543,-44.9541,-44.9540,-44.2183,-44.2182,-44.2182
-48.7184,-48.7184,-48.7180,-48.7168,-48.6371,-48.6370,-48.6368,-47.5253,-47.5252,-47.5253
-51.2811,-51.2811,-51.2807,-51.2968,-51.2741,-51.2748,-51.2746,-49.8170,-49.8251,-49.8252
-52.6782,-52.6781,-52.6778,-52.7400,-52.9161,-52.9193,-52.9191,-51.1798,-51.2095,-51.2096
-52.9795,-52.9795,-52.9791,-53.1077,-53.5838,-53.5905,-53.5904,-51.6477,-51.7086,-51.7086
-52.3325,-52.3324,-52.3321,-52.5389,-53.3772,-53.3881,-53.3880,-51.3238,-51.4215,-51.4215
-50.9228,-50.9228,-50.9225,-51.2123,-52.4404,-52.4556,-52.4555,-50.3481,-50.4847,-50.4847
-48.9551,-48.9551,-48.9549,-49.3263,-50.9433,-50.9629,-50.9628,-48.8821,-49.0571,-49.0584
-46.6706,-46.6706,-46.6704,-47.1176,-49.1006,-49.1242,-49.1241,-47.1291,-47.3398,-47.3532
-44.2398,-44.2398,-44.2396,-44.7538,-47.0635,-47.0906,-47.0905,-45.2280,-45.4701,-45.5063
-41.7975,-41.7975,-41.7973,-42.3674,-44.9536,-44.9836,-44.9836,-43.2883,-43.5566,-43.6238
-39.4525,-39.4525,-39.4524,-40.0660,-42.8727,-42.9050,-42.9049,-41.4001,-41.6888,-41.7929
-37.2891,-37.2891,-37.2889,-37.9337,-40.9019,-40.9359,-40.9358,-39.6342,-39.9374,-40.0821
-35.3686,-35.3686,-35.3684,-36.0318,-39.1033,-39.1383,-39.1382,-38.0435,-38.3555,-38.5425
-33.7321,-33.7321,-33.7319,-34.4023,-37.5213,-37.5566,-37.5566,-36.6649,-36.9801,-37.2096
-32.2563,-32.2563,-32.2561,-32.9257,-36.0481,-36.0832,-36.0831,-35.3866,-35.7059,-35.9796
-30.7355,-30.7355,-30.7354,-31.4016,-34.4994,-34.5337,-34.5336,-34.0228,-34.3565,-34.6793
-29.2139,-29.2138,-29.2137,-29.8746,-32.9232,-32.9564,-32.9564,-32.6174,-32.9744,-33.3496
-27.7318,-27.7318,-27.7316,-28.3855,-31.3641,-31.3958,-31.3957,-31.2115,-31.5993,-32.0284
-26.3226,-26.3226,-26.3225,-26.9679,-29.8593,-29.8892,-29.8891,-29.8402,-30.2648,-30.7480
-25.0131,-25.0131,-25.0130,-25.6488,-28.4393,-28.4672,-28.4671,-28.5327,-28.9988,-29.5347
-23.8236,-23.8236,-23.8235,-24.4491,-27.1283,-27.1540,-27.1539,-27.3124,-27.8233,-28.4097
-22.7690,-22.7690,-22.7689,-23.3838,-25.9446,-25.9681,-25.9680,-26.1976,-26.7555,-27.3892
-21.8592,-21.8592,-21.8591,-22.4630,-24.9013,-24.9224,-24.9224,-25.2017,-25.8075,-26.4847
-21.0998,-21.0998,-21.0997,-21.6927,-24.0069,-24.0257,-24.0256,-24.3340,-24.9879,-25.7042
-20.4694,-20.4694,-20.4693,-21.0515,-23.2426,-23.2591,-23.2590,-23.5790,-24.2806,-25.0325
-19.8153,-19.8153,-19.8152,-20.3869,-22.4595,-22.4738,-22.4737,-22.8023,-23.5546,-24.3456
-19.1215,-19.1215,-19.1215,-19.6833,-21.6439,-21.6561,-21.6560,-21.9928,-22.7982,-23.6324
-18.4017,-18.4017,-18.4016,-18.9540,-20.8105,-20.8207,-20.8206,-21.1651,-22.0252,-22.9056
-17.6679,-17.6679,-17.6679,-18.2117,-19.9726,-19.9810,-19.9809,-20.3325,-21.2480,-22.1767
-16.9314,-16.9314,-16.9314,-17.4673,-19.1422,-19.1489,-19.1488,-19.5069,-20.4776,-21.4561
-16.2021,-16.2021,-16.2020,-16.7310,-18.3298,-18.3350,-18.3349,-18.6988,-19.7237,-20.7526
-15.4887,-15.4887,-15.4887,-16.0115,-17.5445,-17.5484,-17.5483,-17.9173,-18.9949,-20.0741
-14.7990,-14.7990,-14.7989,-15.3164,-16.7941,-16.7969,-16.7968,-17.1701,-18.2985,-19.4273
-14.1393,-14.1393,-14.1393,-14.6524,-16.0851,-16.0870,-16.0869,-16.4639,-17.6403,-18.8176
-13.5154,-13.5154,-13.5153,-14.0249,-15.4230,-15.4241,-15.4241,-15.8039,-17.0256,-18.2496
-12.9316,-12.9316,-12.9316,-13.4385,-14.8120,-14.8125,-14.8125,-15.1945,-16.4582,-17.7269
-12.3917,-12.3916,-12.3916,-12.8968,-14.2553,-14.2555,-14.2554,-14.6389,-15.9412,-17.2522
-11.8984,-11.8983,-11.8983,-12.4025,-13.7554,-13.7554,-13.7553,-14.1396,-15.4768,-16.8274
-11.4521,-11.4521,-11.4520,-11.9560,-13.3116,-13.3115,-13.3115,-13.6959,-15.0642,-16.4515
-11.0148,-11.0148,-11.0148,-11.5171,-12.8738,-12.8738,-12.8737,-13.2569,-14.6516,-16.0724
-10.5734,-10.5734,-10.5733,-11.0719,-12.4243,-12.4243,-12.4242,-12.8046,-14.2203,-15.6715
-10.1318,-10.1317,-10.1317,-10.6246,-11.9674,-11.9674,-11.9673,-12.3434,-13.7751,-15.2534
 -9.6936, -9.6936, -9.6935,-10.1790,-11.5073,-11.5073,-11.5072,-11.8776,-13.3204,-14.8224
 -9.2621, -9.2621, -9.2621, -9.7384,-11.0478,-11.0478,-11.0478,-11.4112,-12.8602,-14.3826
 -8.8404, -8.8404, -8.8403, -9.3060,-10.5924,-10.5924,-10.5924,-10.9477,-12.3984,-13.9379
 -8.4309, -8.4309, -8.4309, -8.8847,-10.1443,-10.1442,-10.1442,-10.4904,-11.9385,-13.4916
 -8.0362, -8.0362, -8.0361, -8.4767, -9.7062, -9.7062, -9.7061,-10.0423,-11.4835,-13.0472
 -7.6581, -7.6580, -7.6580, -8.0845, -9.2808, -9.2807, -9.2807, -9.6061,-11.0366,-12.6076
 -7.2984, -7.2984, -7.2983, -7.7097, -8.8702, -8.8702, -8.8702, -9.1840,-10.6002,-12.1755
 -6.9585, -6.9585, -6.9585, -7.3540, -8.4765, -8.4765, -8.4765, -8.7783,-10.1767,-11.7533
 -6.6398, -6.6398, -6.6398, -7.0189, -8.1014, -8.1013, -8.1013, -8.3906, -9.7682,-11.3433
 -6.3432, -6.3432, -6.3431, -6.7053, -7.7462, -7.7462, -7.7462, -8.0225, -9.3764,-10.9474
 -6.0694, -6.0694, -6.0694, -6.4142, -7.4123, -7.4122, -7.4122, -7.6753, -9.0030,-10.5673
 -5.8191, -5.8191, -5.8190, -6.1462, -7.1005, -7.1005, -7.1005, -7.3502, -8.6493,-10.2045
 -5.5925, -5.5925, -5.5925, -5.9019, -6.8117, -6.8117, -6.8117, -7.0478, -8.3164, -9.8603
 -5.3899, -5.3899, -5.3899, -5.6816, -6.5464, -6.5464, -6.5464, -6.7690, -8.0052, -9.5357
 -5.2114, -5.2114, -5.2114, -5.4854, -6.3051, -6.3051, -6.3051, -6.5142, -7.7164, -9.2317
 -5.0569, -5.0569, -5.0568, -5.3133, -6.0879, -6.0879, -6.0879, -6.2836, -7.4506, -8.9488
 -4.9182, -4.9182, -4.9182, -5.1574, -5.8873, -5.8873, -5.8874, -6.0698, -7.2005, -8.6797
 -4.7763, -4.7763, -4.7762, -4.9991, -5.6850, -5.6850, -5.6850, -5.8544, -6.9480, -8.4052
 -4.6309, -4.6309, -4.6309, -4.8383, -5.4810, -5.4810, -5.4810, -5.6377, -6.6934, -8.1259
 -4.4830, -4.4830, -4.4829, -4.6759, -5.2764, -5.2764, -5.2764, -5.4207, -6.4381, -7.8434
 -4.3332, -4.3332, -4.3332, -4.5126, -5.0721, -5.0721, -5.0722, -5.2044, -6.1832, -7.5590
 -4.1824, -4.1824, -4.1823, -4.3492, -4.8690, -4.8690, -4.8691, -4.9896, -5.9299, -7.2741
 -4.0311, -4.0311, -4.0310, -4.1864, -4.6679, -4.6679, -4.6679, -4.7773, -5.6790, -6.9898
 -3.8800, -3.8800, -3.8799, -4.0248, -4.4695, -4.4696, -4.4696, -4.5683, -5.4316, -6.7073
 -3.7297, -3.7297, -3.7297, -3.8651, -4.2746, -4.2747, -4.2747, -4.3631, -5.1886, -6.4277
 -3.5808, -3.5808, -3.5808, -3.7078, -4.0838, -4.0839, -4.0839, -4.1626, -4.9506, -6.1520
 -3.4338, -3.4338, -3.4338, -3.5533, -3.8977, -3.8977, -3.8978, -3.9673, -4.7186, -5.8811
 -3.2892, -3.2892, -3.2892, -3.4023, -3.7168, -3.7168, -3.7169, -3.7778, -4.4930, -5.6158
 -3.1475, -3.1474, -3.1474, -3.2551, -3.5416, -3.5416, -3.5416, -3.5945, -4.2746, -5.3569
 -3.0089, -3.0089, -3.0089, -3.1121, -3.3724, -3.3725, -3.3725, -3.4179, -4.0638, -5.1051
 -2.8740, -2.8740, -2.8739, -2.9737, -3.2098, -3.2099, -3.2099, -3.2483, -3.8611, -4.8611
 -2.7430, -2.7430, -2.7429, -2.8402, -3.0540, -3.0541, -3.0541, -3.0862, -3.6670, -4.6254
 -2.6162, -2.6162, -2.6162, -2.7119, -2.9053, -2.9054, -2.9054, -2.9318, -3.4817, -4.3985
 -2.4940, -2.4940, -2.4940, -2.5889, -2.7640, -2.7641, -2.7641, -2.7853, -3.3057, -4.1809
 -2.3765, -2.3765, -2.3765, -2.4716, -2.6303, -2.6303, -2.6304, -2.6470, -3.1391, -3.9729
 -2.2640, -2.2640, -2.2640, -2.3601, -2.5043, -2.5043, -2.5044, -2.5170, -2.9822, -3.7749
 -2.1567, -2.1567, -2.1567, -2.2546, -2.3861, -2.3862, -2.3863, -2.3955, -2.8351, -3.5872
 -2.0547, -2.0547, -2.0546, -2.1551, -2.2760, -2.2761, -2.2761, -2.2824, -2.6979, -3.4099
 -1.9581, -1.9581, -1.9580, -2.0619, -2.1739, -2.1739, -2.1740, -2.1780, -2.5708, -3.2434
 -1.8670, -1.8670, -1.8670, -1.9749, -2.0799, -2.0799, -2.0800, -2.0822, -2.4539, -3.0877
 -1.7816, -1.7816, -1.7816, -1.8942, -1.9940, -1.9940, -1.9941, -1.9951, -2.3470, -2.9429
 -1.7019, -1.7019, -1.7019, -1.8198, -1.9161, -1.9162, -1.9163, -1.9165, -2.2502, -2.8091
 -1.6279, -1.6279, -1.6279, -1.7518, -1.8464, -1.8464, -1.8465, -1.8466, -2.1635, -2.6863
 -1.5567, -1.5567, -1.5566, -1.6868, -1.7803, -1.7804, -1.7805, -1.7805, -2.0815, -2.5690
 -1.4859, -1.4859, -1.4859, -1.6221, -1.7147, -1.7148, -1.7148, -1.7149, -2.0000, -2.4526
 -1.4157, -1.4157, -1.4157, -1.5580, -1.6496, -1.6497, -1.6497, -1.6498, -1.9194, -2.3376
 -1.3464, -1.3464, -1.3463, -1.4946, -1.5852, -1.5853, -1.5853, -1.5854, -1.8397, -2.2241
 -1.2779, -1.2779, -1.2779, -1.4320, -1.5216, -1.5217, -1.5217, -1.5218, -1.7612, -2.1124
 -1.2105, -1.2105, -1.2105, -1.3703, -1.4590, -1.4591, -1.4591, -1.4592, -1.6839, -2.0026
 -1.1443, -1.1443, -1.1443, -1.3096, -1.3974, -1.3975, -1.3976, -1.3976, -1.6081, -1.8951
 -1.0794, -1.0794, -1.0794, -1.2501, -1.3371, -1.3372, -1.3372, -1.3373, -1.5338, -1.7900
 -1.0160, -1.0160, -1.0159, -1.1919, -1.2780, -1.2781, -1.2782, -1.2782, -1.4612, -1.6874
 -0.9540, -0.9540, -0.9540, -1.1351, -1.2203, -1.2204, -1.2205, -1.2205, -1.3904, -1.5875
 -0.8937, -0.8937, -0.8937, -1.0797, -1.1641, -1.1642, -1.1643, -1.1643, -1.3215, -1.4905
 -0.8350, -0.8350, -0.8350, -1.0258, -1.1095, -1.1096, -1.1096, -1.1097, -1.2546, -1.3964
 -0.7782, -0.7782, -0.7782, -0.9735, -1.0565, -1.0565, -1.0566, -1.0567, -1.1897, -1.3055
 -0.7232, -0.7232, -0.7232, -0.9229, -1.0051, -1.0052, -1.0053, -1.0053, -1.1271, -1.2178
 -0.6701, -0.6701, -0.6701, -0.8740, -0.9556, -0.9556, -0.9557, -0.9558, -1.0667, -1.1333
