Channel,Scale,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
kA,0.01,-41.776,-40.935,-41.824,-44.168,-49.347,-55.795,-62.146,-66.75399999999999,-68.675,-68.293,-66.092,-62.568000000000005,-58.275,-53.9,-49.70399999999999,-45.851000000000006,-42.449,-39.564,-37.227,-35.442,-34.034,-32.582,-31.105,-29.639,-28.213,-26.851999999999997,-25.574,-24.393,-23.32,-22.361,-21.521,-20.801,-20.125999999999998,-19.417,-18.684,-17.938,-17.186,-16.437,-15.698,-14.974,-14.270999999999999,-13.593,-12.945,-12.327,-11.745,-11.199000000000002,-10.690999999999999,-10.221,-9.7918,-9.3967,-9.0035,-8.6088,-8.2148,-7.8236,-7.4369,-7.0564,-6.6834,-6.3194,-5.9654,-5.6225,-5.2916,-4.9734,-4.6686,-4.3777,-4.1011,-3.8393,-3.5925,-3.3609,-3.1445,-2.9436,-2.7579,-2.5876,-2.4325,-2.2925,-2.1673,-2.0545,-1.944,-1.8349,-1.7274,-1.6217,-1.518,-1.4164,-1.3172,-1.2205,-1.1263,-1.0349,-0.9462,-0.8604200000000001,-0.77761,-0.6978300000000001,-0.6211300000000001,-0.54756,-0.47716000000000003,-0.40995,-0.34596,-0.28519,-0.22766,-0.17337,-0.1223,-0.074438,-0.029778,0.01171,0.050051,0.08527799999999999,0.11742999999999999,0.14653,0.17264000000000002,0.19579000000000002,0.21604,0.23343000000000003,0.24800999999999998,0.25985,0.26899,0.2755,0.28057,0.28498,0.28872,0.29181999999999997,0.29428000000000004,0.29612,0.29735,0.29798,0.29804,0.29752,0.29645,0.29483000000000004,0.29269,0.29003,0.28688,0.28324,0.27913000000000004,0.27455999999999997,0.26955,0.26411,0.25825,0.252,0.24536,0.23834,0.23096999999999998,0.22325,0.2152,0.20683,0.19815,0.18918,0.17993,0.17042000000000002,0.16064,0.15063,0.14038,0.12991,0.11924000000000001,0.10837000000000001,0.09731000000000001,0.08607999999999999,0.074687,0.06314199999999999,0.051454999999999994,0.039635000000000004,0.027694,0.015641,0.0034845999999999996,-0.0087648,-0.021098,-0.033507,-0.045982999999999996,-0.058516,-0.071099,-0.083724,-0.09638300000000001,-0.10907,-0.12177,-0.13435999999999998,-0.14669000000000001,-0.15877,-0.1706,-0.18217,-0.19347999999999999,-0.20452,-0.21531,-0.22583000000000003,-0.23609000000000002,-0.24609,-0.25581,-0.26528,-0.27447,-0.2834,-0.29207,-0.30046999999999996,-0.3086,-0.31647,-0.32406999999999997,-0.33141,-0.33848,-0.34529,-0.35184,-0.35814,-0.36417,-0.36994,-0.37546,-0.38073
kA,0.05,-40.279,-40.342,-41.803000000000004,-44.284,-49.132,-54.964,-60.589,-64.601,-66.21,-65.768,-63.717,-60.501999999999995,-56.607,-52.611999999999995,-48.755,-45.19,-42.022,-39.314,-37.1,-35.385,-34.01,-32.584,-31.127,-29.674,-28.256,-26.898000000000003,-25.618000000000002,-24.430999999999997,-23.348000000000003,-22.375999999999998,-21.521,-20.781999999999996,-20.089000000000002,-19.365,-18.62,-17.864,-17.105999999999998,-16.352999999999998,-15.610999999999999,-14.888,-14.187000000000001,-13.514000000000001,-12.870999999999999,-12.261,-11.687999999999999,-11.152000000000001,-10.655999999999999,-10.199,-9.7831,-9.4019,-9.0208,-8.6361,-8.25,-7.8647,-7.4819,-7.1034,-6.7307,-6.3653,-6.0083,-5.6608,-5.3239,-4.9984,-4.685,-4.3844,-4.0969999999999995,-3.8234,-3.5638,-3.3186,-3.0879,-2.8719,-2.6707,-2.4842,-2.3125,-2.1554,-2.0129,-1.8826,-1.7556,-1.631,-1.5091,-1.39,-1.274,-1.1611,-1.0516,-0.9455600000000001,-0.84311,-0.74433,-0.64931,-0.55812,-0.47081999999999996,-0.38745999999999997,-0.30805,-0.23264,-0.16122,-0.093816,-0.030411,0.029004000000000002,0.08444700000000001,0.13594,0.18353,0.22724,0.26711,0.30321,0.33555999999999997,0.36425,0.38932,0.41083000000000003,0.42886,0.44347,0.45474,0.46273000000000003,0.46752,0.46918999999999994,0.46781999999999996,0.4635,0.45779,0.4517,0.44523999999999997,0.43843999999999994,0.4313,0.42385,0.41608999999999996,0.40806,0.39975,0.39119,0.38238,0.37335,0.36411,0.35468,0.34505,0.33526,0.32531,0.31521,0.30498000000000003,0.29463,0.28417,0.27362,0.26297,0.25225,0.24145999999999998,0.23062,0.21973,0.20881,0.19785999999999998,0.1869,0.17592,0.16494,0.15398,0.14302,0.1321,0.1212,0.11034000000000001,0.099522,0.088758,0.078052,0.067409,0.056836000000000005,0.046339,0.035922,0.025591,0.015350999999999998,0.0052058,-0.004838899999999999,-0.014778999999999999,-0.024611,-0.034331,-0.043934,-0.05341799999999999,-0.062779,-0.072014,-0.08112,-0.09009299999999999,-0.098912,-0.10755,-0.11602,-0.1243,-0.1324,-0.14032,-0.14805,-0.1556,-0.16297,-0.17015,-0.17714000000000002,-0.18394000000000002,-0.19055999999999998,-0.19699,-0.20323,-0.20929,-0.21515,-0.22083000000000003,-0.22633000000000003,-0.23164,-0.23676,-0.24169000000000002,-0.24644000000000002,-0.25101,-0.2554,-0.2596,-0.26361999999999997,-0.26746,-0.27113000000000004
kA,0.2,-36.611,-39.902,-42.934,-45.471000000000004,-49.538999999999994,-54.176,-58.49,-61.549,-62.857,-62.658,-61.265,-59.001000000000005,-56.188,-53.163000000000004,-50.12,-47.199,-44.501999999999995,-42.099,-40.034,-38.329,-36.876,-35.394,-33.906,-32.446999999999996,-31.043000000000003,-29.718000000000004,-28.488000000000003,-27.365,-26.358,-25.471999999999998,-24.709,-24.069000000000003,-23.471999999999998,-22.833000000000002,-22.163,-21.47,-20.764,-20.053,-19.344,-18.642,-17.954,-17.285,-16.637999999999998,-16.016,-15.424000000000001,-14.862,-14.334000000000001,-13.84,-13.380999999999998,-12.953,-12.517999999999999,-12.073,-11.62,-11.163,-10.705,-10.245999999999999,-9.7898,-9.338,-8.8923,-8.4543,-8.0253,-7.6068,-7.1997,-6.8052,-6.4241,-6.0572,-5.705,-5.3683,-5.0474,-4.7426,-4.4543,-4.1827,-3.928,-3.69,-3.469,-3.2625,-3.0602,-2.8615,-2.6665,-2.4757,-2.2894,-2.1078,-1.9312,-1.7599,-1.5939,-1.4335,-1.2789,-1.13,-0.98719,-0.8503799999999999,-0.71967,-0.59513,-0.47678000000000004,-0.36465,-0.25874,-0.15905,-0.065565,0.021752,0.10294,0.17804,0.24711999999999998,0.31024,0.36746999999999996,0.41889,0.46458999999999995,0.50467,0.5392100000000001,0.5683199999999999,0.5921,0.6106699999999999,0.6241300000000001,0.63261,0.63621,0.63508,0.63178,0.6279600000000001,0.62364,0.61884,0.61357,0.60785,0.60169,0.59513,0.58816,0.58081,0.5731,0.56504,0.5566399999999999,0.54792,0.53891,0.5296,0.52003,0.5101899999999999,0.50012,0.48982,0.4793,0.46858,0.45766999999999997,0.44659,0.43535,0.42396000000000006,0.41244,0.40079000000000004,0.38902,0.37716,0.3652,0.35317,0.34107,0.32891,0.3167,0.30445,0.29217,0.27987,0.26755999999999996,0.25525,0.24294000000000002,0.23065,0.21838000000000002,0.20613,0.19392,0.18175999999999998,0.16965,0.15759,0.14559,0.13367,0.12180999999999999,0.11004000000000001,0.098359,0.086764,0.075266,0.06386900000000001,0.052576,0.041428,0.030461000000000002,0.019678,0.0090824,-0.0013245,-0.01154,-0.021562,-0.031389,-0.041018,-0.050449,-0.059678999999999996,-0.068709,-0.077535,-0.086159,-0.094578,-0.10279,-0.1108,-0.1186,-0.1262,-0.13359000000000001,-0.14077,-0.14775,-0.15452,-0.16108,-0.16744,-0.17359000000000002,-0.17954,-0.18528,-0.19082000000000002
kA,0.5,-34.451,-939.45,-1589.9,-1869.0,-1829.7,-1572.1,-1195.5,-810.83,-495.05,-263.79,-119.49,-56.442,-51.015,-49.528,-47.768,-45.855,-43.888999999999996,-41.951,-40.102,-38.389,-36.781,-35.14,-33.503,-31.904,-30.375,-28.938000000000002,-27.611,-26.406,-25.331999999999997,-24.393,-23.590999999999998,-22.927,-22.309,-21.642,-20.936999999999998,-20.205,-19.456,-18.698,-17.939,-17.185,-16.442999999999998,-15.718,-15.015,-14.338,-13.69,-13.073,-12.491,-11.944,-11.434000000000001,-10.957,-10.481,-10.004,-9.5272,-9.0544,-8.5872,-8.1275,-7.6773,-7.2379999999999995,-6.8109,-6.3974,-5.9985,-5.6151,-5.247999999999999,-4.8978,-4.565,-4.2501,-3.9534,-3.6751,-3.4154,-3.1742,-2.9517,-2.7477,-2.5621,-2.3947,-2.2453,-2.1107,-1.9782,-1.8465,-1.716,-1.5869,-1.4595,-1.334,-1.2107,-1.0897,-0.97125,-0.85549,-0.74257,-0.63262,-0.52578,-0.42213999999999996,-0.3218,-0.22484,-0.13134,-0.041351,0.04507,0.12788,0.20706,0.28258,0.35441999999999996,0.42258,0.48706000000000005,0.54786,0.6049899999999999,0.6584800000000001,0.70835,0.75462,0.7973399999999999,0.8365299999999999,0.87224,0.90451,0.9333899999999999,0.95894,0.9812,1.0002,1.0171,1.0325,1.0465,1.0590000000000002,1.0701,1.0798,1.0882,1.0952,1.1009,1.1053,1.1084,1.1102,1.1109,1.1104,1.1087,1.1058,1.1019,1.0969,1.0908,1.0837,1.0756,1.0666,1.0566,1.0457,1.0339,1.0213,1.0078,0.9935299999999999,0.9785,0.96273,0.94624,0.92906,0.91122,0.89274,0.87365,0.8539700000000001,0.8337399999999999,0.81297,0.79168,0.7699199999999999,0.74769,0.72502,0.70193,0.67845,0.6546,0.6304,0.60587,0.58103,0.55591,0.53052,0.50489,0.47903,0.45296000000000003,0.4267,0.40026999999999996,0.37368,0.34696,0.32036,0.29414,0.2683,0.24285,0.2178,0.19316,0.16892000000000001,0.1451,0.1217,0.098727,0.076182,0.054071,0.032398,0.011165000000000001,-0.009623600000000001,-0.029966000000000003,-0.049859,-0.069301,-0.088291,-0.10683,-0.12491,-0.14253,-0.15969,-0.1764,-0.19265,-0.20845,-0.22378,-0.23865999999999998,-0.25308
kA,0.8,-33.858000000000004,-56.187,-71.592,-78.333,-80.33800000000001,-78.9,-75.163,-70.507,-65.982,-61.992,-58.761,-56.383,-54.597,-52.544,-50.297,-47.986999999999995,-45.718,-43.568000000000005,-41.595,-39.838,-38.232,-36.571,-34.888000000000005,-33.224000000000004,-31.613000000000003,-30.08,-28.646,-27.326,-26.131999999999998,-25.07,-24.145,-23.358,-22.622,-21.848000000000003,-21.045,-20.226,-19.4,-18.576,-17.76,-16.961,-16.184,-15.433,-14.713,-14.027999999999999,-13.38,-12.770999999999999,-12.204,-11.679,-11.198,-10.754000000000001,-10.311,-9.8647,-9.4183,-8.9738,-8.5334,-8.0989,-7.6721,-7.2546,-6.8476,-6.4525,-6.0702,-5.7017,-5.3478,-5.0092,-4.6864,-4.3799,-4.09,-3.8169999999999997,-3.5611,-3.3224,-3.1009,-2.8966,-2.7095,-2.5394,-2.386,-2.2466,-2.1088,-1.9715,-1.8353,-1.7002,-1.5666,-1.4347,-1.3049,-1.1772,-1.052,-0.92929,-0.80938,-0.69238,-0.57843,-0.46763999999999994,-0.36013,-0.256,-0.15533,-0.058187,0.035357,0.12525,0.21145999999999998,0.29395,0.37269,0.44766999999999996,0.5188699999999999,0.58631,0.64998,0.7098899999999999,0.76607,0.81853,0.8673,0.9124200000000001,0.9539200000000001,0.9918399999999999,1.0262,1.0571,1.0846,1.1087,1.1306,1.1511,1.1701,1.1877,1.2038,1.2186,1.232,1.2441,1.2548,1.2642,1.2723,1.2792,1.2847,1.2891,1.2922,1.2942,1.295,1.2947,1.2933,1.2907,1.2872,1.2826,1.2770000000000001,1.2704,1.2629,1.2544,1.245,1.2348,1.2237,1.2118,1.1991,1.1856,1.1714,1.1565,1.1408,1.1245,1.1076,1.09,1.0718,1.053,1.0337,1.0139,0.99356,0.9727299999999999,0.95145,0.92973,0.90759,0.88505,0.86214,0.8388700000000001,0.8152699999999999,0.79135,0.7671399999999999,0.74265,0.7179,0.69291,0.6677,0.64252,0.61761,0.59297,0.56862,0.54457,0.52081,0.49737,0.47423999999999994,0.45143,0.42896000000000006,0.40681,0.38500999999999996,0.36355,0.34244,0.32168,0.30128,0.28124,0.26156999999999997,0.24226,0.22332,0.20476,0.18658,0.16877,0.15134,0.1343,0.11764000000000001,0.10136,0.085471,0.069966
kA,1,-34.08,-373.39,-616.49,-720.56,-707.0,-612.89,-474.6,-333.09,-216.66,-131.13,-77.48899999999999,-53.696999999999996,-51.034,-49.581,-47.854,-45.97,-44.031000000000006,-42.114,-40.283,-38.584,-36.976,-35.306999999999995,-33.613,-31.936,-30.308000000000003,-28.756999999999998,-27.305,-25.965999999999998,-24.752,-23.671,-22.726999999999997,-21.921,-21.171,-20.391,-19.592,-18.783,-17.974,-17.173,-16.387,-15.620999999999999,-14.882,-14.173,-13.499,-12.860999999999999,-12.263,-11.705,-11.190999999999999,-10.719000000000001,-10.292,-9.9014,-9.5121,-9.1198,-8.7266,-8.3346,-7.9457,-7.5617,-7.184,-6.814,-6.452999999999999,-6.1021,-5.7622,-5.4342,-5.1187,-4.8166,-4.5281,-4.2538,-3.9939999999999998,-3.7489,-3.5188,-3.3037,-3.1037,-2.9188,-2.7489999999999997,-2.5941,-2.454,-2.3262,-2.2004,-2.0756,-1.9522,-1.8303,-1.7103,-1.5923,-1.4765,-1.3631,-1.2523,-1.1442,-1.0390000000000001,-0.93675,-0.8375600000000001,-0.74155,-0.64879,-0.55935,-0.47329,-0.39066999999999996,-0.31151,-0.23586,-0.16374,-0.095152,-0.030113,0.031377999999999996,0.08932799999999999,0.14375,0.19466,0.24208000000000002,0.28604,0.32658000000000004,0.36372,0.39751,0.428,0.45523,0.47923999999999994,0.5001,0.51786,0.53259,0.54556,0.5576,0.5687300000000001,0.57896,0.58828,0.59672,0.60429,0.611,0.6168600000000001,0.62188,0.6260899999999999,0.6295,0.6321100000000001,0.63395,0.63503,0.6353800000000001,0.6349899999999999,0.63389,0.6321100000000001,0.62964,0.62651,0.62275,0.61835,0.61335,0.60775,0.60158,0.59486,0.58759,0.5797899999999999,0.5714899999999999,0.5626899999999999,0.55342,0.54369,0.53352,0.52293,0.5119199999999999,0.50052,0.48873,0.47658999999999996,0.46408999999999995,0.45126000000000005,0.43812,0.42466000000000004,0.41092,0.3969,0.38261999999999996,0.3681,0.35333000000000003,0.33835,0.32315,0.30776,0.29219,0.27644,0.26054,0.24448000000000003,0.22829000000000002,0.21198000000000003,0.19572,0.17969000000000002,0.1639,0.14834,0.13302999999999998,0.11796,0.10315,0.088588,0.074284,0.060239999999999995,0.046459,0.032943,0.019694999999999997,0.0067161,-0.005991399999999999,-0.018425999999999998,-0.030586000000000002,-0.04247,-0.054077999999999994,-0.06540800000000001,-0.076459,-0.08723099999999999,-0.097724,-0.10794000000000001,-0.11787,-0.12752,-0.1369,-0.14599,-0.15481
kA,1.2,-33.937,-43.353,-49.195,-51.537,-53.544,-55.213,-56.367,-56.887,-56.766999999999996,-56.153999999999996,-55.196000000000005,-54.025,-52.674,-50.983000000000004,-49.07,-47.053999999999995,-45.033,-43.082,-41.258,-39.603,-38.067,-36.484,-34.887,-33.313,-31.793000000000003,-30.351,-29.006999999999998,-27.775,-26.663,-25.679000000000002,-24.826,-24.104,-23.434,-22.729,-22.0,-21.256999999999998,-20.509,-19.762999999999998,-19.027,-18.305,-17.605,-16.929000000000002,-16.282,-15.665999999999999,-15.085,-14.54,-14.033,-13.564,-13.135,-12.739,-12.338,-11.927999999999999,-11.513,-11.094000000000001,-10.673,-10.254000000000001,-9.8367,-9.4241,-9.0175,-8.6182,-8.2277,-7.847,-7.4771,-7.119,-6.7735,-6.4411,-6.1225,-5.8182,-5.5285,-5.2538,-4.9943,-4.7502,-4.5216,-4.3085,-4.1109,-3.9264,-3.7444,-3.5641,-3.3859,-3.2101,-3.037,-2.8671,-2.7005,-2.5375,-2.3783,-2.2231,-2.0722,-1.9257,-1.7837,-1.6464,-1.5139,-1.3863,-1.2636,-1.1459,-1.0333,-0.92589,-0.82358,-0.72643,-0.63445,-0.5476300000000001,-0.46597,-0.38944,-0.318,-0.25163,-0.19028,-0.13389,-0.082423,-0.035801,0.006037600000000001,0.043163,0.075651,0.10357999999999999,0.12703,0.14611,0.16296,0.17895999999999998,0.1941,0.2084,0.22185,0.23446,0.24625,0.25721,0.26735,0.27668000000000004,0.28522,0.29297,0.29994,0.30614,0.31159000000000003,0.3163,0.32027,0.32352,0.32606,0.32792,0.32909,0.32959,0.32944,0.32866,0.32724000000000003,0.32522,0.3226,0.3194,0.31563,0.31131,0.30645,0.30106,0.29516,0.28876999999999997,0.2819,0.27455999999999997,0.26676,0.25853000000000004,0.24988000000000002,0.24081,0.23135,0.2215,0.21128000000000002,0.20071,0.1898,0.17855,0.16699,0.15512,0.14297,0.13053,0.11782999999999999,0.10488,0.09168,0.078252,0.064606,0.050752,0.036702,0.022675,0.0088831,-0.0046696,-0.01798,-0.031045,-0.043863,-0.056429999999999994,-0.068744,-0.080804,-0.09260800000000001,-0.10415,-0.11544000000000001,-0.12646,-0.13723,-0.14773,-0.15796,-0.16793,-0.17764000000000002,-0.18708,-0.19626,-0.20517,-0.21381999999999998,-0.22221,-0.23031999999999997,-0.23818000000000003,-0.24577,-0.2531,-0.26016999999999996,-0.26698
kA,1.5,-35.075,-39.335,-41.653999999999996,-42.675,-45.287,-48.82,-52.466,-55.336999999999996,-56.915,-57.321000000000005,-56.753,-55.431999999999995,-53.593,-51.489,-49.272,-47.06,-44.943000000000005,-42.986999999999995,-41.236000000000004,-39.72,-38.36,-36.93,-35.458,-33.982,-32.535,-31.141,-29.820999999999998,-28.590999999999998,-27.462,-26.443,-25.539,-24.753,-24.01,-23.23,-22.426,-21.607,-20.784000000000002,-19.964000000000002,-19.155,-18.365,-17.597,-16.858,-16.151,-15.479000000000001,-14.845,-14.252,-13.7,-13.190999999999999,-12.725999999999999,-12.299000000000001,-11.873,-11.444,-11.014000000000001,-10.587,-10.164,-9.746,-9.3358,-8.9346,-8.5436,-8.164,-7.7968,-7.4429,-7.103,-6.7779,-6.468,-6.1738,-5.8956,-5.6337,-5.3882,-5.1593,-4.9469,-4.7511,-4.5718,-4.4088,-4.262,-4.1282,-3.9941,-3.8586,-3.722,-3.5848,-3.4473,-3.3098,-3.1727,-3.0361,-2.9005,-2.766,-2.6329,-2.5014,-2.3718,-2.2442,-2.1187,-1.9956,-1.875,-1.7571,-1.6419,-1.5297,-1.4204,-1.3141,-1.2111,-1.1113,-1.0147,-0.92153,-0.83173,-0.74535,-0.6624399999999999,-0.583,-0.5070600000000001,-0.43463,-0.3657,-0.30028,-0.23836,-0.17993,-0.12497,-0.073449,-0.02444,0.022656,0.067829,0.11108,0.1524,0.19179000000000002,0.22926,0.26481,0.29846,0.3302,0.36005,0.38803000000000004,0.41415,0.43843000000000004,0.46088,0.48153,0.50039,0.51749,0.53285,0.5465,0.5584600000000001,0.56875,0.5774100000000001,0.58445,0.58991,0.59382,0.59621,0.5971,0.5965199999999999,0.59451,0.59109,0.5863,0.58016,0.57271,0.56399,0.55401,0.54281,0.53042,0.51688,0.50221,0.48645,0.46963,0.45177,0.43291,0.41308,0.39231,0.37063,0.34807,0.32466,0.30041999999999996,0.27539,0.24959,0.22305999999999998,0.19582,0.16791,0.13932999999999998,0.11012999999999999,0.080871,0.052091,0.023801,-0.0039924999999999995,-0.031282,-0.058063,-0.084329,-0.11008,-0.1353,-0.15999000000000002,-0.18416,-0.20779,-0.23088000000000003,-0.25343000000000004,-0.27545,-0.29691,-0.31784,-0.33821,-0.35804,-0.37733,-0.39605999999999997,-0.41425,-0.43188999999999994,-0.44898999999999994,-0.46553999999999995,-0.48155,-0.49701000000000006,-0.51194,-0.52632
kA,2.0,-48.986000000000004,-41.568999999999996,-38.702,-40.245,-46.586999999999996,-55.336000000000006,-64.458,-71.518,-75.067,-75.508,-73.415,-69.41,-64.273,-59.119,-54.261,-49.878,-46.07899999999999,-42.928000000000004,-40.448,-38.632,-37.268,-35.863,-34.431,-33.008,-31.621,-30.295,-29.049,-27.896,-26.846,-25.906,-25.081,-24.372,-23.71,-23.021,-22.316,-21.604,-20.891,-20.187,-19.495,-18.822,-18.173,-17.551,-16.959,-16.4,-15.875,-15.387,-14.937000000000001,-14.525,-14.151,-13.809000000000001,-13.457,-13.089,-12.71,-12.321,-11.924000000000001,-11.523,-11.119000000000002,-10.715,-10.311,-9.9097,-9.5126,-9.1211,-8.7363,-8.3593,-7.9913,-7.6331,-7.2855,-6.9492,-6.6249,-6.313,-6.0141,-5.7285,-5.4565,-5.1983,-4.9542,-4.7222,-4.4941,-4.2691,-4.0479,-3.8308,-3.6181,-3.4102,-3.2074,-3.0099,-2.8181,-2.6321,-2.4522,-2.2784,-2.1109999999999998,-1.95,-1.7956,-1.6478,-1.5067,-1.3724,-1.2449,-1.1241,-1.0102,-0.90297,-0.80255,-0.7088399999999999,-0.6218,-0.54138,-0.4675,-0.4001,-0.3391,-0.2844,-0.23590999999999998,-0.19352,-0.15715,-0.12666,-0.10196000000000001,-0.08291699999999999,-0.069414,-0.061295,-0.055303,-0.049342000000000004,-0.043418,-0.037536,-0.031702999999999995,-0.025922000000000004,-0.020201,-0.014542,-0.008951,-0.0034319000000000003,0.0020113,0.007375,0.012656,0.01785,0.022955,0.027968,0.032885000000000005,0.037706,0.042427,0.047047000000000005,0.051563,0.055974,0.060279,0.064475,0.068562,0.07253899999999999,0.076405,0.08015800000000001,0.083799,0.087327,0.09074,0.09404,0.09722599999999999,0.1003,0.10325999999999999,0.1061,0.10883,0.11144000000000001,0.11395,0.11634000000000001,0.11861,0.12078,0.12283,0.12478,0.12661,0.12834,0.12996,0.13147,0.13287000000000002,0.13417,0.13537000000000002,0.13647,0.13746,0.13835,0.13915,0.13984000000000002,0.14044,0.14097,0.14146,0.14189000000000002,0.14229,0.14264000000000002,0.14295,0.14322000000000001,0.14344,0.14362,0.14376,0.14387,0.14393,0.14395,0.14393,0.14388,0.14379,0.14365999999999998,0.1435,0.1433,0.14307,0.1428,0.1425,0.14217,0.1418,0.1414,0.14098,0.14052,0.14003,0.13951
kA,3,-215.25,-94.632,-37.181,-39.330999999999996,-83.37100000000001,-148.73,-219.33,-273.89,-299.38,-299.5,-279.23,-243.81,-200.34,-159.81,-124.4,-94.95200000000001,-71.832,-55.038000000000004,-44.32,-39.256,-38.029,-36.906,-35.726,-34.52,-33.318000000000005,-32.141,-31.011,-29.941,-28.943,-28.026,-27.197,-26.459,-25.759,-25.037,-24.305,-23.570999999999998,-22.842,-22.125,-21.427,-20.752,-20.105,-19.489,-18.906,-18.36,-17.852,-17.383,-16.954,-16.565,-16.217,-15.901,-15.569,-15.215,-14.844000000000001,-14.456,-14.056,-13.645999999999999,-13.227,-12.802999999999999,-12.376,-11.947000000000001,-11.519,-11.092,-10.669,-10.251,-9.8389,-9.4344,-9.0383,-8.6517,-8.2754,-7.9101,-7.5565,-7.2152,-6.8868,-6.5716,-6.27,-5.9804,-5.6951,-5.4137,-5.1367,-4.8647,-4.5981,-4.3374,-4.0829,-3.835,-3.594,-3.3602,-3.1338,-2.9151,-2.7042,-2.5012,-2.3064,-2.1199,-1.9416,-1.7717,-1.6102,-1.4572,-1.3126,-1.1764,-1.0487,-0.9293100000000001,-0.81823,-0.7154,-0.62074,-0.53415,-0.45553999999999994,-0.38481,-0.32183,-0.2665,-0.21866,-0.1782,-0.14498,-0.11882999999999999,-0.099632,-0.087177,-0.077602,-0.068415,-0.059616999999999996,-0.051207,-0.043187,-0.035555,-0.028311000000000003,-0.021453,-0.014979,-0.0088866,-0.0031737,0.002163,0.0071268,0.011720999999999999,0.01595,0.019818000000000002,0.02333,0.026489,0.0293,0.03177,0.033902999999999996,0.035703,0.037177999999999996,0.038332,0.039172000000000005,0.039702,0.03993,0.039861,0.039501,0.038857,0.037933999999999996,0.036739,0.035278,0.033558,0.031585,0.029365,0.026904,0.02421,0.021287,0.018143,0.014784,0.011216,0.0074455,0.0034783,-0.00067927,-0.0050211000000000006,-0.0095411,-0.014233,-0.019091999999999998,-0.024111,-0.029283999999999998,-0.034606,-0.040070999999999996,-0.045674,-0.051408,-0.05726900000000001,-0.063251,-0.069232,-0.07509199999999999,-0.08083,-0.08644600000000001,-0.091938,-0.09730499999999999,-0.10255,-0.10765999999999999,-0.11265,-0.11752,-0.12225,-0.12686,-0.13134,-0.1357,-0.13993,-0.14402,-0.14800000000000002,-0.15184,-0.15556,-0.15915,-0.16261,-0.16595,-0.16915999999999998,-0.17225,-0.17521,-0.17805,-0.18077000000000001,-0.18336,-0.18584
