0,1,2,3,4,5,6,7,8,9
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0531,  0.1617,  0.1087,  0.0084
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0476,  0.1590,  0.1128,  0.0108
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0423,  0.1560,  0.1167,  0.0133
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0374,  0.1528,  0.1204,  0.0160
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0327,  0.1494,  0.1239,  0.0190
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0284,  0.1458,  0.1272,  0.0221
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0243,  0.1420,  0.1302,  0.0253
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0206,  0.1380,  0.1330,  0.0287
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0171,  0.1339,  0.1356,  0.0323
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0140,  0.1297,  0.1379,  0.0359
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0112,  0.1254,  0.1400,  0.0396
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0088,  0.1210,  0.1418,  0.0434
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0066,  0.1165,  0.1435,  0.0472
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0048,  0.1120,  0.1448,  0.0511
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0032,  0.1074,  0.1460,  0.0550
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0020,  0.1029,  0.1469,  0.0589
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0011,  0.0983,  0.1476,  0.0628
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0004,  0.0937,  0.1481,  0.0668
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0001,  0.0892,  0.1483,  0.0707
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0847,  0.1484,  0.0745
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0802,  0.1482,  0.0784
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0758,  0.1479,  0.0822
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0715,  0.1474,  0.0859
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0672,  0.1466,  0.0895
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0630,  0.1457,  0.0931
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0589,  0.1447,  0.0966
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0550,  0.1435,  0.1000
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0511,  0.1421,  0.1034
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0473,  0.1405,  0.1066
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0437,  0.1389,  0.1097
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0402,  0.1371,  0.1127
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0368,  0.1351,  0.1156
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0336,  0.1331,  0.1184
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0305,  0.1310,  0.1210
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0276,  0.1287,  0.1236
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0248,  0.1264,  0.1260
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0221,  0.1239,  0.1283
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0196,  0.1214,  0.1304
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0172,  0.1188,  0.1324
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0150,  0.1162,  0.1343
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0130,  0.1135,  0.1361
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0111,  0.1107,  0.1377
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0093,  0.1079,  0.1392
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0078,  0.1050,  0.1406
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0063,  0.1021,  0.1418
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0050,  0.0992,  0.1429
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0039,  0.0963,  0.1439
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0029,  0.0934,  0.1447
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0021,  0.0904,  0.1454
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0014,  0.0874,  0.1460
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0008,  0.0845,  0.1465
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0004,  0.0815,  0.1469
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0002,  0.0786,  0.1471
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0757,  0.1472
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0727,  0.1472
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0699,  0.1471
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0670,  0.1469
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0642,  0.1465
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0614,  0.1461
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0586,  0.1456
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0559,  0.1449
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0532,  0.1442
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0506,  0.1434
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0480,  0.1425
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0455,  0.1415
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0431,  0.1404
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0406,  0.1393
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0383,  0.1380
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0360,  0.1367
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0338,  0.1353
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0316,  0.1339
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0295,  0.1324
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0275,  0.1308
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0255,  0.1292
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0236,  0.1275
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0218,  0.1258
