channel,kA,kca3,kfasttab,kslowtab,lcafixed,kA,kca3,kfasttab,kslowtab,lcafixed,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast
scale,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
lambda,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
337,   2.128,  16.461,   0.000, 117.798,   0.000,   3.771,  27.184,   0.000, 114.629,   0.000,  32.392,  41.071,  85.926, 103.897,   0.562,  27.371,   0.384,   6.981,  79.766,  64.418,  59.200,   8.405, 118.267,  47.742,   8.036,  35.438,  46.929, 105.474,  19.628,  19.628,  19.628,  19.628,  19.628,  19.628,  84.034,  61.089,  80.976,  12.115,  70.536,  19.612,   0.517,  -0.000,   0.333,   9.196,  17.380,  72.986,  41.320,  -0.000,   0.000,  25.932, 112.903,   2.329,  10.472,   4.351,   1.534,  86.473,  87.126,  43.581
338,   1.802,  20.569,   0.000, 125.370,   0.022,   3.791,  19.931,   0.000, 124.171,   0.067,  40.047,  61.563,  59.551, 122.084,   2.025,  20.688,   0.111,  11.490,  85.347,  90.759,  82.727,   6.164, 105.562,  31.085,   9.036,  57.718,  36.942,  87.355,  34.769,  34.769,  34.769,  34.769,  34.769,  34.769,  80.396,  80.195,  94.254,  21.169,  98.035,  37.480,   1.870,  -0.000,   1.555,  11.460,  12.606,  95.834,  45.353,   0.022,   0.000,  21.090, 106.674,   2.164,   7.749,   1.668,   0.722,  91.453,  62.317,  21.893
339,   1.223,  26.933,  -0.000, 121.568,   0.178,   3.917,  15.582,  -0.000, 122.592,   0.445,  50.950,  83.565,  62.199, 128.927,   6.076,  16.736,   0.022,  20.983,  87.824, 114.327, 107.013,   8.169,  86.629,  18.508,  10.690,  82.610,  27.967,  67.200,  55.990,  55.990,  55.990,  55.990,  55.990,  55.990,  75.164,  98.685, 102.896,  36.156, 121.352,  64.034,   5.619,  -0.000,   5.316,  16.331,   8.271, 114.163,  49.047,   0.089,   0.000,  18.233,  96.183,   2.128,   5.625,   0.517,   0.273,  92.308,  37.348,   9.250
340,   0.722,  34.098,   0.000, 106.443,   0.964,   3.833,  13.037,   0.000, 109.734,   2.021,  63.157, 103.032,  93.147, 122.592,  15.449,  16.590,   0.000,  37.249,  83.589, 127.949, 125.228,  14.613,  64.910,   9.798,  12.613, 102.862,  20.924,  47.296,  79.109,  79.109,  79.109,  79.109,  79.109,  79.109,  67.927, 112.124, 103.549,  55.369, 134.091,  95.785,  14.368,   0.067,  14.630,  24.447,   5.067, 123.251,  50.722,   0.318,   0.067,  16.869,  80.508,   1.802,   3.837,   0.133,   0.089,  88.510,  18.621,   3.236
341,   0.651,  40.121,   0.000,  83.204,   3.972,   3.396,  11.427,   0.000,  88.183,   6.972,  73.919, 116.782, 138.215, 105.142,  33.875,  22.089,   0.000,  60.111,  72.573, 126.897, 130.402,  25.255,  43.713,   4.520,  14.296, 111.721,  15.668,  29.724,  96.587,  96.587,  96.587,  96.587,  96.587,  96.587,  57.607, 115.945,  95.470,  73.756, 132.501, 123.937,  31.973,   0.557,  33.633,  35.135,   3.088, 120.718,  50.094,   0.922,   0.647,  16.570,  60.178,   1.246,   2.624,   0.022,   0.022,  79.434,   7.605,   0.896
342,   1.619,  43.635,   0.000,  57.257,  12.109,   2.880,  10.464,   0.000,  62.593,  18.907,  80.327, 122.695, 173.698,  80.988,  64.267,  35.048,   0.045,  87.039,  57.832, 111.855, 120.183,  39.284,  25.752,   1.756,  15.282, 107.446,  11.947,  16.387, 101.773, 101.773, 101.773, 101.773, 101.773, 101.773,  44.627, 108.484,  80.523,  85.086, 116.904, 138.357,  61.650,   2.778,  65.291,  46.224,   2.229, 107.502,  47.865,   2.213,   3.132,  17.161,  39.047,   0.923,   2.282,   0.000,   0.000,  65.153,   2.491,   0.178
343,   4.975,  44.870,   0.000,  34.152,  30.119,   3.160,  10.571,   0.000,  38.433,  42.372,  80.609, 118.897, 179.114,  55.385, 104.541,  56.025,   0.289, 113.201,  42.816,  88.298,  98.191,  54.684,  12.930,   0.562,  15.630,  94.002,   9.700,   8.084,  93.881,  93.881,  93.881,  93.881,  93.881,  93.881,  31.115,  91.890,  61.708,  85.902,  91.663, 134.152, 101.797,   9.443, 106.874,  54.941,   2.668,  86.996,  44.612,   4.917,  10.400,  18.586,  22.076,   1.434,   2.808,  -0.000,   0.067,  47.830,   0.623,   0.022
344,  12.995,  45.625,   0.000,  17.453,  62.230,   6.042,  12.662,   0.000,  19.977,  79.558,  74.616, 104.417, 151.680,  32.962, 144.222,  82.737,   1.348, 132.297,  29.586,  63.064,  71.180,  68.046,   5.385,   0.133,  16.533,  77.537,   8.968,   4.065,  78.423,  78.423,  78.423,  78.423,  78.423,  78.423,  19.785,  70.324,  42.491,  77.812,  63.313, 114.462, 142.196,  25.202, 146.851,  59.532,   4.772,  63.549,  40.080,  10.196,  27.335,  20.759,  12.213,   3.815,   3.671,  -0.000,   0.490,  31.188,   0.090,  -0.000
345,  28.690,  48.627,   0.000,   7.851, 106.632,  14.010,  17.816,   0.000,   8.788, 124.878,  63.457,  81.290, 108.093,  16.700, 167.297, 109.571,   4.697, 138.146,  18.872,  41.423,  45.534,  75.749,   1.795,   0.022,  19.954,  62.450,   9.131,   2.653,  62.922,  62.922,  62.922,  62.922,  62.922,  62.922,  12.099,  48.194,  25.969,  65.873,  38.024,  87.326, 166.740,  54.932, 168.792,  59.884,   8.433,  41.463,  34.231,  19.979,  58.365,  23.424,   9.986,   9.802,   4.056,   0.000,   1.862,  18.359,  -0.000,   0.000
346,  54.333,  55.936,   0.000,   3.677, 150.868,  29.752,  27.036,   0.000,   3.602, 163.023,  49.184,  54.859,  72.986,   7.130, 162.180, 128.769,  12.974, 127.291,  10.902,  25.612,  25.339,  76.906,   0.490,   0.045,  28.081,  50.265,   9.304,   2.218,  52.095,  52.095,  52.095,  52.095,  52.095,  52.095,   7.965,  29.228,  14.045,  54.961,  19.502,  60.466, 163.399,  98.291, 161.914,  56.927,  12.623,  23.763,  27.562,  36.878, 102.028,  26.057,  15.856,  21.098,   3.582,   0.000,   5.538,  10.334,   0.045,   0.000
347,  88.585,  67.728,   0.000,   2.425, 175.650,  55.116,  41.092,   0.000,   2.024, 175.958,  34.835,  31.547,  64.349,   2.682, 130.794, 133.973,  29.742, 101.872,   5.714,  15.546,  12.155,  74.544,   0.067,   0.222,  42.607,  40.379,   9.037,   1.802,  46.505,  46.505,  46.505,  46.505,  46.505,  46.505,   6.269,  15.554,   6.809,  47.571,   8.390,  38.413, 133.394, 144.411, 129.373,  52.442,  15.775,  11.825,  20.896,  62.514, 146.448,  28.016,  31.244,  38.487,   2.580,   0.000,  13.396,   6.242,   0.222,   0.000
348, 124.104,  81.565,   0.000,   2.129, 167.936,  88.393,  60.748,   0.000,   1.914, 156.134,  24.074,  15.234,  86.277,   1.300,  87.422, 123.404,  57.501,  69.731,   3.141,   9.791,   5.281,  73.795,   0.000,   1.037,  63.482,  31.766,   8.956,   1.268,  44.079,  44.079,  44.079,  44.079,  44.079,  44.079,   5.745,   7.311,   3.160,  44.129,   2.911,  22.740,  90.411, 174.146,  85.912,  48.634,  17.205,   5.040,  15.147,  95.050, 173.032,  29.240,  55.358,  61.100,   1.872,  -0.000,  26.572,   4.628,   0.858,   0.000
349, 148.762,  92.777,   0.000,   1.780, 131.723, 122.472,  84.744,   0.000,   2.017, 113.334,  19.501,   6.086, 127.508,   1.335,  48.260, 101.206,  93.854,  40.306,   2.934,   6.802,   2.702,  77.234,   0.045,   3.365,  87.079,  24.180,  10.521,   0.832,  41.978,  41.978,  41.978,  41.978,  41.978,  41.978,   5.778,   3.086,   1.755,  44.105,   0.800,  13.060,  50.664, 172.310,  47.260,  47.618,  18.251,   1.816,  11.075, 127.043, 168.661,  30.656,  81.244,  86.548,   2.190,   0.000,  44.580,   4.273,   2.611,   0.000
350, 152.308,  96.216,  -0.000,   1.246,  84.733, 145.771, 108.413,  -0.000,   1.802,  67.018,  21.142,   2.064, 165.801,   1.780,  21.914,  74.998, 129.648,  19.518,   4.692,   5.234,   2.136,  82.417,   0.177,   8.932, 106.531,  18.113,  15.246,   1.088,  38.299,  38.299,  38.299,  38.299,  38.299,  38.299,   6.470,   1.211,   1.697,  46.036,   0.157,   8.076,  23.355, 139.872,  21.458,  50.033,  21.723,   0.541,   9.170, 147.317, 135.845,  33.714,  97.510, 110.711,   4.120,   0.000,  64.737,   4.416,   6.392,   0.000
351, 133.474,  89.164,   0.000,   0.766,  44.685, 148.285, 123.978,   0.000,   1.334,  32.159,  26.702,   0.874, 178.810,   2.039,   8.100,  51.617, 152.060,   7.996,   8.139,   4.368,   2.062,  83.788,   0.636,  19.960, 114.791,  13.818,  23.615,   2.574,  32.577,  32.577,  32.577,  32.577,  32.577,  32.577,   8.033,   0.613,   2.341,  47.477,   0.000,   5.827,   8.742,  93.150,   7.923,  54.545,  30.127,   0.111,   9.492, 147.186,  90.462,  39.024,  96.214, 127.692,   7.745,  -0.000,  83.385,   4.825,  13.242,   0.000
352, 100.803,  73.066,   0.000,   0.635,  19.295, 128.789, 124.809,   0.000,   1.016,  12.464,  32.959,   1.172, 158.924,   1.891,   2.348,  34.051, 152.311,   3.148,  13.417,   3.791,   1.780,  77.314,   1.843,  37.746, 108.943,  11.086,  34.726,   6.322,  25.911,  25.911,  25.911,  25.911,  25.911,  25.911,  10.152,   0.743,   3.351,  45.688,   0.000,   4.676,   2.569,  50.894,   2.303,  58.355,  43.514,   0.045,  11.578, 126.385,  49.766,  45.877,  79.576, 131.525,  12.350,   0.000,  96.996,   5.756,  23.401,   0.000
353,  66.332,  53.079,  -0.000,   1.039,   6.762,  95.987, 110.177,  -0.000,   1.223,   3.820,  37.540,   2.446, 117.928,   1.585,   0.469,  22.372, 131.364,   1.824,  21.090,   3.321,   1.223,  63.252,   4.359,  60.937,  91.691,   9.267,  46.427,  13.471,  19.581,  19.581,  19.581,  19.581,  19.581,  19.581,  12.477,   1.291,   4.674,  39.697,   0.022,   3.814,   0.536,  22.793,   0.469,  58.583,  58.753,   0.089,  14.397,  93.396,  22.555,  52.683,  58.097, 120.029,  16.407,   0.000, 102.761,   7.330,  35.597,   0.000
354,  38.528,  34.881,   0.000,   2.056,   1.787,  62.239,  85.724,   0.000,   2.078,   0.804,  39.065,   4.446,  78.347,   1.583,   0.045,  15.607,  98.431,   1.981,  30.908,   2.849,   0.677,  45.575,   8.873,  84.795,  69.330,   8.016,  56.434,  24.403,  14.342,  14.342,  14.342,  14.342,  14.342,  14.342,  14.889,   1.980,   6.400,  30.790,   0.111,   3.124,   0.045,   8.316,   0.045,  54.096,  70.688,   0.295,  16.587,  59.913,   8.330,  58.059,  42.142,  96.842,  18.376,   0.000,  99.451,   9.206,  46.647,   0.000
355,  19.895,  21.553,  -0.000,   3.677,   0.313,  36.034,  59.492,  -0.000,   3.477,   0.067,  36.948,   6.739,  60.043,   2.173,   0.000,  12.875,  64.602,   2.379,  40.483,   2.348,   0.362,  28.846,  15.841, 102.769,  48.013,   7.033,  62.732,  37.585,  10.417,  10.417,  10.417,  10.417,  10.417,  10.417,  17.265,   2.674,   8.198,  21.550,   0.362,   2.708,   0.000,   2.349,   0.000,  45.990,  75.181,   0.743,  17.018,  34.030,   2.392,  61.284,  36.036,  69.302,  17.889,   0.000,  88.264,  10.654,  53.036,   0.000
356,   9.053,  13.217,   0.000,   5.847,   0.022,  19.409,  37.344,   0.000,   5.169,   0.000,  31.587,   8.824,  71.935,   3.180,   0.000,  13.377,  37.427,   2.708,  46.136,   1.967,   0.362,  15.960,  24.804, 109.617,  31.457,   5.914,  63.832,  49.873,   7.723,   7.723,   7.723,   7.723,   7.723,   7.723,  18.891,   3.451,   9.408,  14.069,   0.928,   2.379,   0.000,   0.446,   0.000,  36.703,  71.478,   1.496,  15.495,  17.548,   0.491,  61.546,  37.920,  44.411,  15.937,   0.000,  72.345,  11.490,  53.421,   0.000
357,   3.578,   8.712,   0.000,   8.889,   0.000,  10.218,  21.834,   0.000,   7.166,   0.000,  24.438,  10.560, 108.940,   4.137,   0.000,  15.967,  19.276,   3.101,  45.755,   1.923,   0.677,   7.600,  33.759, 104.076,  20.398,   4.414,  59.549,  58.315,   6.108,   6.108,   6.108,   6.108,   6.108,   6.108,  19.149,   4.598,   9.501,   9.074,   1.878,   1.891,   0.000,   0.045,   0.000,  28.072,  62.650,   2.435,  12.976,   8.378,   0.045,  58.000,  43.172,  25.928,  13.821,   0.000,  55.515,  12.260,  49.905,   0.000
358,   1.264,   6.807,   0.000,  13.372,   0.000,   5.664,  12.885,   0.000,  10.052,  -0.000,  17.391,  12.533, 152.859,   4.719,   0.000,  19.643,   8.872,   3.658,  40.727,   2.142,   1.223,   3.092,  39.818,  89.404,  13.886,   2.787,  51.744,  62.107,   5.165,   5.165,   5.165,   5.165,   5.165,   5.165,  18.345,   6.115,   8.735,   6.278,   3.003,   1.246,   0.000,   0.000,   0.000,  20.694,  52.891,   3.240,  10.664,   3.675,  -0.000,  50.629,  48.048,  14.236,  12.123,   0.000,  40.680,  13.407,  47.087,   0.000
359,   0.584,   6.702,  -0.000,  19.353,   0.000,   3.675,   8.945,  -0.000,  14.376,   0.000,  11.986,  15.731, 179.208,   5.284,   0.000,  23.997,   3.668,   4.070,  34.464,   2.423,   1.780,   1.079,  41.636,  72.007,  10.366,   1.487,  43.649,  62.306,   4.414,   4.414,   4.414,   4.414,   4.414,   4.414,  17.812,   7.399,   7.920,   4.928,   3.797,   0.655,   0.000,   0.000,   0.000,  14.630,  44.752,   3.560,   9.462,   1.401,   0.000,  41.332,  51.342,   7.926,  10.673,   0.000,  29.166,  14.515,  48.463,   0.000
360,   0.722,   7.677,   0.000,  25.886,   0.000,   2.762,   7.894,   0.000,  20.181,   0.000,   8.868,  20.788, 172.437,   6.769,   0.000,  29.174,   1.351,   3.908,  29.951,   2.657,   2.084,   0.562,  40.889,  57.600,   8.495,   0.864,  38.129,  60.825,   3.558,   3.558,   3.558,   3.558,   3.558,   3.558,  18.725,   7.763,   7.855,   4.195,   3.864,   0.273,   0.000,   0.000,   0.000,  10.022,  38.590,   3.307,   9.686,   0.473,   0.000,  33.174,  55.298,   4.988,   9.116,   0.000,  21.304,  14.695,  53.813,  -0.000
361,   1.223,   9.579,  -0.000,  31.416,   0.000,   2.253,   7.481,  -0.000,  26.656,   0.000,   8.042,  27.744, 137.038,  10.388,   0.000,  35.861,   0.406,   3.114,  28.585,   3.216,   2.068,   0.811,  41.616,  48.250,   7.299,   0.965,  36.133,  59.249,   2.546,   2.546,   2.546,   2.546,   2.546,   2.546,  21.749,   7.210,   8.951,   3.506,   3.336,   0.089,   0.000,   0.000,  -0.000,   7.190,  33.790,   2.745,  11.048,   0.133,   0.000,  28.280,  63.635,   3.772,   7.495,   0.000,  16.917,  13.928,  59.095,   0.000
362,   1.780,  12.776,   0.000,  35.495,   0.000,   1.923,   6.683,   0.000,  32.880,   0.000,   9.685,  36.225,  93.863,  17.027,   0.000,  45.295,   0.111,   2.196,  30.788,   4.728,   2.176,   1.652,  47.367,  42.476,   6.411,   1.741,  36.984,  59.133,   1.675,   1.675,   1.675,   1.675,   1.675,   1.675,  27.206,   6.548,  11.338,   2.753,   3.075,   0.067,  -0.000,   0.000,   0.000,   5.966,  30.344,   2.604,  13.369,   0.022,   0.000,  26.334,  78.208,   3.225,   6.371,  -0.000,  15.187,  13.704,  59.579,  -0.000
363,   2.017,  17.563,  -0.000,  39.732,   0.000,   1.901,   5.516,  -0.000,  39.039,   0.000,  13.750,  45.669,  66.472,  26.478,  -0.000,  58.627,   0.022,   1.827,  36.660,   7.805,   3.114,   3.018,  58.912,  37.477,   5.724,   3.181,  39.339,  61.095,   1.305,   1.305,   1.305,   1.305,   1.305,   1.305,  34.889,   7.034,  15.056,   2.218,   4.378,   0.222,  -0.000,   0.000,  -0.000,   5.780,  28.878,   3.854,  16.915,   0.000,   0.000,  25.403,  96.076,   2.805,   6.172,   0.022,  15.090,  16.034,  53.463,  -0.000
364,   1.780,  23.039,  -0.000,  46.819,   0.000,   2.142,   4.795,  -0.000,  46.569,   0.000,  19.860,  55.250,  68.758,  37.797,   0.000,  75.358,  -0.000,   2.531,  45.370,  13.299,   5.366,   5.003,  73.495,  31.704,   5.305,   5.400,  41.792,  64.730,   1.880,   1.880,   1.880,   1.880,   1.880,   1.880,  43.986,   9.449,  20.053,   2.233,   8.449,   0.723,   0.000,   0.000,  -0.000,   5.919,  29.434,   7.417,  22.121,   0.000,   0.000,  24.138, 110.130,   2.326,   7.158,   0.089,  15.510,  21.764,  42.567,   0.022
365,   1.223,  27.244,  -0.000,  58.447,  -0.000,   2.379,   5.015,  -0.000,  57.037,   0.000,  26.876,  63.967,  99.780,  50.062,  -0.000,  92.159,   0.000,   4.730,  54.769,  21.632,   8.864,   7.804,  86.180,  25.352,   5.114,   8.692,  42.902,  67.834,   3.750,   3.750,   3.750,   3.750,   3.750,   3.750,  52.839,  13.714,  25.930,   2.939,  16.079,   1.945,  -0.000,   0.000,  -0.000,   5.897,  30.801,  13.882,  28.423,  -0.000,   0.000,  22.481, 113.237,   1.967,   9.309,   0.273,  15.682,  30.548,  30.317,   0.089
366,   0.655,  28.629,  -0.000,  73.282,  -0.000,   2.457,   5.921,  -0.000,  70.364,   0.000,  33.287,  70.620, 143.703,  62.939,  -0.000, 103.431,   0.000,   8.932,  62.187,  32.694,  12.976,  11.653,  92.355,  19.334,   5.047,  13.669,  41.812,  67.581,   6.978,   6.978,   6.978,   6.978,   6.978,   6.978,  59.552,  18.852,  32.427,   4.337,  27.379,   4.223,   0.000,   0.000,  -0.000,   5.647,  31.279,  23.154,  33.932,   0.000,   0.000,  21.030, 102.942,   1.901,  12.474,   0.677,  15.215,  41.333,  19.381,   0.273
367,   0.273,  27.590,  -0.000,  87.161,  -0.000,   2.447,   6.911,  -0.000,  83.732,   0.000,  38.266,  74.622, 175.909,  76.096,  -0.000, 104.746,  -0.000,  15.744,  65.631,  45.242,  17.479,  16.599,  90.045,  14.305,   5.122,  20.864,  38.510,  62.089,  11.288,  11.288,  11.288,  11.288,  11.288,  11.288,  63.018,  23.789,  39.630,   6.462,  41.572,   7.743,  -0.000,   0.000,  -0.000,   5.493,  30.040,  34.656,  36.759,   0.000,   0.000,  19.784,  83.171,   2.053,  16.448,   1.357,  14.030,  52.677,  11.256,   0.655
368,   0.089,  26.024,  -0.000,  95.138,   0.000,   2.435,   7.620,  -0.000,  92.889,  -0.000,  42.187,  76.520, 176.970,  87.741,  -0.000,  95.771,   0.000,  25.436,  64.677,  57.817,  23.049,  22.084,  80.425,  10.380,   5.590,  30.387,  33.935,  51.893,  16.523,  16.523,  16.523,  16.523,  16.523,  16.523,  63.142,  28.425,  48.066,   9.521,  56.859,  12.532,   0.000,   0.000,  -0.000,   5.834,  27.361,  47.104,  36.396,  -0.000,   0.000,  18.130,  61.646,   2.106,  20.903,   2.297,  12.319,  62.633,   6.244,   1.246
369,   0.045,  25.480,   0.000,  94.546,   0.000,   2.290,   8.062,   0.000,  94.794,  -0.000,  45.865,  77.469, 146.548,  95.228,   0.000,  80.221,  -0.000,  36.973,  60.038,  69.704,  30.740,  27.325,  66.411,   7.344,   6.548,  41.472,  29.058,  39.537,  23.138,  23.138,  23.138,  23.138,  23.138,  23.138,  61.014,  33.818,  57.441,  13.773,  71.200,  19.062,   0.022,   0.000,  -0.000,   6.906,  24.010,  59.222,  33.844,  -0.000,   0.000,  15.823,  45.030,   1.802,  25.549,   3.551,  10.417,  68.989,   3.742,   1.869
370,   0.089,  26.199,  -0.000,  86.044,  -0.000,   1.869,   8.319,  -0.000,  89.262,  -0.000,  49.501,  78.011, 102.768,  96.558,  -0.000,  62.982,   0.000,  48.412,  52.947,  80.693,  40.999,  31.948,  51.155,   4.927,   7.950,  52.513,  24.266,  27.990,  31.743,  31.743,  31.743,  31.743,  31.743,  31.743,  57.972,  41.236,  66.195,  19.652,  83.306,  28.224,   0.089,  -0.000,   0.022,   8.618,  20.374,  70.007,  30.497,   0.000,   0.000,  13.422,  35.417,   1.223,  30.598,   5.532,   8.385,  70.800,   2.668,   2.290
371,   0.295,  27.716,   0.000,  72.914,  -0.000,   1.268,   8.362,   0.000,  78.384,  -0.000,  52.312,  76.630,  69.791,  91.620,   0.022,  47.603,   0.000,  58.091,  44.544,  89.741,  52.929,  36.142,  37.083,   3.070,   9.436,  61.976,  19.548,  19.019,  42.075,  42.075,  42.075,  42.075,  42.075,  42.075,  55.090,  50.971,  72.121,  27.419,  92.615,  40.356,   0.318,   0.000,   0.111,  10.896,  16.777,  79.085,  27.789,   0.000,   0.000,  11.820,  30.463,   0.655,  36.504,   8.810,   6.236,  68.954,   1.936,   2.480
372,   0.811,  29.828,   0.000,  58.700,  -0.000,   0.743,   8.427,   0.000,  65.033,  -0.000,  53.164,  70.656,  64.401,  81.713,   0.111,  35.490,  -0.000,  65.729,  35.833,  94.426,  64.655,  39.976,  25.443,   1.674,  10.617,  69.147,  15.160,  12.804,  52.395,  52.395,  52.395,  52.395,  52.395,  52.395,  52.386,  61.826,  74.118,  36.303,  97.946,  54.561,   0.832,   0.000,   0.384,  13.926,  13.543,  85.768,  26.813,   0.000,   0.000,  11.368,  26.471,   0.273,  43.476,  13.771,   4.087,  65.365,   1.246,   2.736
373,   1.829,  32.885,  -0.000,  45.346,  -0.000,   0.591,   9.094,  -0.000,  51.170,  -0.000,  51.733,  59.023,  89.507,  68.710,   0.384,  26.681,   0.000,  72.166,  27.480,  92.204,  74.103,  42.659,  16.578,   0.788,  11.151,  73.991,  11.592,   8.415,  60.317,  60.317,  60.317,  60.317,  60.317,  60.317,  49.258,  71.493,  72.630,  44.223,  97.289,  68.716,   1.792,  -0.000,   1.039,  18.313,  10.844,  88.291,  28.126,  -0.000,  -0.000,  11.617,  21.087,   0.089,  50.639,  19.948,   2.262,  61.627,   0.655,   3.446
374,   3.676,  37.199,   0.000,  33.385,  -0.000,   1.010,  11.199,   0.000,  37.976,  -0.000,  48.561,  43.661, 132.660,  54.265,   1.039,  21.117,  -0.000,  78.054,  19.995,  82.580,  79.662,  43.340,  10.122,   0.295,  10.709,  76.176,   9.176,   5.195,  64.206,  64.206,  64.206,  64.206,  64.206,  64.206,  44.535,  77.357,  68.788,  48.893,  89.877,  80.572,   3.178,   0.000,   2.285,  24.147,   8.518,  84.982,  31.223,   0.000,   0.000,  11.721,  14.700,   0.022,  56.176,  26.294,   1.039,  58.149,   0.273,   5.098
375,   6.778,  43.121,  -0.000,  22.901,  -0.000,   2.213,  15.450,  -0.000,  26.278,   0.022,  44.466,  28.354, 170.353,  39.871,   2.262,  19.008,   0.000,  83.330,  13.946,  67.863,  80.806,  42.299,   5.643,   0.089,   9.229,  74.472,   7.568,   2.777,  63.987,  63.987,  63.987,  63.987,  63.987,  63.987,  37.588,  77.985,  63.413,  49.685,  77.839,  88.125,   4.804,  -0.000,   4.220,  30.482,   6.259,  76.303,  34.735,  -0.000,   0.000,  11.249,   8.785,   0.000,  58.435,  31.398,   0.384,  54.107,   0.089,   8.174
376,  11.995,  50.477,   0.000,  14.248,   0.022,   4.559,  22.816,   0.000,  16.670,   0.089,  39.998,  16.277, 180.122,  27.085,   4.064,  20.433,   0.022,  87.234,   9.770,  51.713,  78.559,  40.952,   2.780,   0.022,   7.227,  67.779,   6.326,   1.268,  60.820,  60.820,  60.820,  60.820,  60.820,  60.820,  29.185,  74.005,  56.961,  48.077,  64.563,  90.294,   6.395,  -0.000,   6.798,  35.336,   4.087,  65.554,  36.982,   0.000,   0.000,  10.336,   4.777,   0.000,  56.926,  34.704,   0.111,  48.276,   0.022,  12.722
377,  20.181,  58.538,   0.000,   7.870,   0.089,   8.569,  34.164,   0.000,   9.522,   0.295,  34.992,   8.466, 156.448,  17.013,   6.260,  24.404,   0.156,  87.958,   7.384,  36.989,  74.650,  40.012,   1.172,   0.000,   5.611,  56.881,   5.303,   0.539,  55.940,  55.940,  55.940,  55.940,  55.940,  55.940,  20.935,  67.609,  49.786,  46.014,  51.883,  87.173,   7.966,  -0.000,  10.253,  37.101,   2.262,  56.229,  36.939,  -0.000,  -0.000,   9.558,   3.021,   0.067,  52.306,  36.948,   0.022,  40.268,  -0.000,  18.316
